1	548	17	28	0	0	0
2	643	18	30	0	0	0
3	920	26	36	0	0	0
4	1406	42	39	0	0	0
5	2075	56	49	0	0	0
6	2877	82	58	0	0	0
7	5509	131	101	0	0	0
8	6087	133	120	0	0	0
9	8141	171	135	0	0	0
10	9802	213	214	0	0	0
11	11891	259	275	0	0	0
12	16630	361	463	0	0	0
13	19716	425	614	0	0	0
14	23707	491	843	0	0	0
15	27440	563	1115	0	0	0
16	30587	633	1477	0	0	0
17	34110	718	1999	0	0	0
18	36814	805	2596	0	0	0
19	39829	905	3219	0	0	0
20	42354	1012	3918	0	0	0
21	44386	1112	4636	0	0	0
22	44759	1117	5082	0	0	0
23	59895	1369	6217	0	0	0
24	66358	1521	7977	0	0	0
25	68413	1663	9298	0	0	0
26	70513	1766	10755	0	0	0
27	72434	1864	12462	0	0	0
28	74211	2003	14206	0	0	0
29	74619	2116	15962	0	0	0
30	75077	2238	18014	0	0	0
31	75550	2238	18704	0	0	0
32	77001	2443	22699	0	0	0
33	77022	2445	23187	0	0	0
34	77241	2595	25015	0	0	0
35	77754	2665	27676	0	0	0
36	78166	2717	30084	0	0	0
37	78600	2746	32930	0	0	0
38	78928	2790	36329	0	0	0
39	79356	2837	39320	0	0	0
40	79932	2872	42162	0	0	0
41	80136	2914	44854	0	0	0
42	80261	2947	47450	0	0	0
43	80386	2983	50001	0	0	0
44	80537	3015	52292	0	0	0
45	80690	3044	53944	0	0	0
46	80770	3072	55539	0	0	0
47	80823	3100	57388	0	0	0
48	80860	3123	58804	0	0	0
49	80887	3139	60181	0	0	0
50	80921	3161	61644	0	0	0
51	80932	3172	62901	0	0	0
52	80945	3180	64196	0	0	0
53	80977	3193	65660	0	0	0
54	81003	3203	67017	0	0	0
55	81033	3217	67910	0	0	0
56	81058	3230	68798	0	0	0
57	81102	3241	69755	0	0	0
58	81156	3249	70535	0	0	0
59	81250	3253	71266	0	0	0
60	81305	3259	71857	0	0	0
